"Bone_SoftTissue_A (RefSig 18)","Bone_SoftTissue_B (RefSig MMR2)","Bone_SoftTissue_C (RefSig 8)","Bone_SoftTissue_D (RefSig 30)","Bone_SoftTissue_E (RefSig 2)","Bone_SoftTissue_F (RefSig 13+3)","Bone_SoftTissue_G (RefSig 17)","Bone_SoftTissue_H (RefSig 1+5)"
0.000108527982266311,0.0139382400132633,0.0125958589551357,0.0022036408437574,0.0107299681851872,0.00503720920716517,0.00415182611273027,0.017700996112897
4.21668005076023e-14,0.00272260435250933,0.0154820492219517,0.00641360169424694,0.00562700703267139,0.00329438130277073,4.87574341164471e-19,0.0104339128426765
8.02872484604202e-21,0.00335627271948198,0.017836984120968,0.00375768518377128,0.00560255228592919,0.00912764278246375,8.76179200271515e-15,0.0109360280049993
0.00355289024661374,0.0170837569543421,0.0225549143971896,0.00359242224376233,0.0110987976759221,0.00763064101529255,0.00296442684133574,0.0160395032868565
0.00354404948483353,0.00483348975586045,0.0134275069623553,0.00254286079503919,0.003939300122349,0.00678698753528808,0.00801004796138628,0.00498176756040734
0.0136456516100675,0.0110135778523605,0.0226510606923878,0.0029194589076326,2.50745018538863e-09,0.00532341040131775,0.00605144158012187,9.99071179272913e-10
0.000873083729638249,0.0129614352291866,0.021318706518279,0.00470006243746541,0.000120687244653005,0.0108813659243048,0.00306409504639336,0.0032982362075852
0.014117646126785,0.0293306975747613,0.034028398089896,0.00435611591739068,0.00558958906611303,0.0135720193528327,0.0120982452762509,2.6311847435125e-09
0.000803080205284368,0.00273742615969958,0.0101424421982041,0.00358022479667214,0.00166429928260105,0.00140315589736605,0.00533081238060414,0.00623333485713382
0.00169383588386391,0.00254976531967674,0.00674401683980923,0.000789796705502814,0.000197074023178319,0.00190067158764532,0.00351872902350711,0.00583059572764614
0.0055924780756449,0.00975310710156631,0.0128521666664315,0.00313556123166449,0.0031278967870791,0.00410500392494375,0.0015001174388467,0.00412569457906825
0.00613845655152655,0.00784039390004242,0.0217663470830748,0.00137523374430156,0.00467040190598929,0.00665876569919742,0.0040008495442811,0.0029808824515613
0.0148934370067827,0.0178588904694492,0.0134223800338095,0.00188129449169345,0.0064071899015137,7.07539370872656e-21,0.0133120748950883,0.00371219236571133
0.00753193145249122,0.0125893738658316,0.0127517976816912,0.0033379725568765,0.00268448865258173,5.68544651374012e-10,0.00196058517202529,0.00421127253754624
0.00420475451668983,0.00986152708787769,0.00844647973463618,0.00142804597120339,0.00173195307401464,0.00817306904546085,0.00303535804817947,0.00366883902605003
0.0127864267979193,0.0231350284329519,0.0368806753307006,0.00711282516579204,0.00620603925855828,0.0128991496298893,0.0098506618123379,0.000837306286646719
2.98568567611536e-07,0.0223732504969563,0.0108429989457942,0.00485702533507351,0.0102316442173482,0.0186769626631937,0.0145741274039191,0.0437189442773135
0.00765018448817164,0.0134653978595656,0.00734181378817505,0.00243142635847139,0.00665347185693691,0.0122561000597233,0.00584703903773734,0.0078662002509443
0.00480982352569215,0.0101526106488191,0.00947702046151138,0.00527990736727801,0.0054488366158723,0.0205193409877443,0.00536774370069539,0.0196913690699778
0.0125159396776609,0.013907179264593,0.017443308972309,0.005537204189956,0.0134582014095768,0.0217377973524778,0.0136914056824023,0.0346182309787684
0.00837561348876052,0.0241915260012067,0.00525294552696135,0.0103876460162262,3.22968008852011e-18,0.0106372182431123,0.0124802267192853,0.00671880601877337
0.0131394609838806,0.041896025846209,0.0157152998535964,0.00747187490707093,0.00319686951260781,0.0111714478188775,0.0251663211148347,6.41089852285161e-21
0.00661414701874225,0.0265159701958458,0.00561160777767905,0.0101776484669527,0.00205994916432683,0.0110380976658306,0.0186525938228924,0.00687135306114326
0.0132492948315986,0.0212438220561885,0.00588129762275906,0.0092134634122572,0.00117626042250888,0.0160244197032332,0.0469837234173272,0.00992335208085606
0.00646754992380097,0.0255029962748733,0.00901660193732954,0.00695676002562883,0.00225124504010229,0.00491735835233026,0.00883584354627326,0.0137741802482805
0.00372977017732096,0.0202731272587249,0.00998429787515526,0.000339617637350313,0.00224376510576419,0.00632422478633659,0.00718362321784161,0.00721449660094534
4.75883228349559e-07,0.0237437594837236,0.00816836513972135,0.00709250628217834,0.00205275144303978,0.0114620000695467,0.00833017674569838,0.00682229802166188
0.00612956955440411,0.0258397096574749,0.00698865356086311,0.00410406546805124,0.00485862153218189,0.0108768938641909,0.0142046866268116,0.0216121823581971
0.0111074549646492,0.038193185191183,0.00543867409682684,0.00115209379701035,0.00801303288439209,0.0075870146080115,0.0111163261349561,0.0102191963559529
0.00901578386505562,0.0506630460762176,0.014044203726013,0.00341360702786607,0.00781778242663464,0.00866094519257003,0.0111070737190887,0.00107897144260845
0.00548553751600574,0.0241833772838483,0.00752064605912718,1.7162983362972e-17,0.00449867218842995,0.00425089492913415,0.00683450226874808,0.00104413011487292
0.0161056952466743,0.0307523033979746,0.00764202357916352,0.00178814623921906,0.0102041777506258,0.0105410296814961,0.0188070299783607,0.0160202361007133
8.02872484604202e-21,0.00772372685068313,0.00546037627554338,0.0012881702057333,0.00270684525176397,0.0101400846276422,0.0056632604036525,0.0063159966020373
4.75349119770125e-06,0.00661371075341351,0.000493190852607886,0.00128612885327891,0.00201841515187501,0.00373970591205452,0.0032867674991391,0.0016828822554378
0.00566361192915914,0.0064048412685586,0.006102437738421,0.0023805986955413,0.0034393340795931,0.007258126303481,0.00258431084283204,0.00418756636466533
0.0021830084707507,0.00257595111437796,1.75707461213599e-15,0.00914642294465409,0.002308909018951,0.0050715809572111,0.0333954999581047,0.00404366337566784
0.00108553964679143,0.00302805533957844,0.00249782344729978,0.00105709087547498,8.76556774531708e-11,0.00195885149539996,0.00620925524928881,0.00276837541169033
0.000269348851317471,0.00571755519387326,0.00325436729826518,0.00226832731093127,1.99921283577312e-08,0.00563349910833309,0.0116451418162363,0.00137376247567561
0.000608598870970156,0.00601256356587629,0.00688763279040082,0.000368983106388982,4.26819710652122e-11,0.0107160668371435,0.00699771909156433,0.00430883222333403
9.10124151385416e-06,0.00166823869852361,0.00209858504859712,0.00284133690453787,0.00176595650946316,0.000149695043943635,0.147893906242928,1.04398051547263e-07
0.00151408129262082,0.00150398191561202,0.00119500339752627,0.00268310982932104,0.000373880283517365,0.00148923377567231,0.00293699248880371,0.00494600233933594
0.00133152408360033,0.0038153500892774,2.06955428398786e-17,0.000997744265012186,6.77243540802878e-21,0.00387668938536473,0.0042045813182975,0.00196274592945781
0.00156066705810742,0.00452931885592777,0.00778886937610775,0.00562050504970591,0.00174496275489702,0.00785629264507778,0.00629587808624275,0.00830290538854411
1.2766121001359e-07,0.0074638236120462,0.00361831033913865,2.84210556730417e-05,0.00189055041460132,0.00276190127676232,0.0425428462095873,0.00286230562174713
7.12671216076283e-06,0.00950549123569602,0.00224652746156013,0.00240352651377376,0.00172235466979229,0.0115617680134965,0.0102733250485961,0.00451769526377051
0.00295387660486577,0.00370623893343382,0.00324662032091811,0.000726606238268017,0.00300736577396274,0.00554958284183155,0.00719589084266097,0.00292089899919476
0.0040704961325,0.0127980838394017,0.00728322442404955,0.00442379498861326,2.16053473592383e-05,0.0116734398398629,0.00674950922413554,7.59802211111077e-09
2.11603736320167e-06,0.00370557964546687,0.0044571823282772,0.00746841877430129,0.00674044879025672,0.0120026685479104,0.071494848590101,0.00656592871333041
