"CNS_A (RefSig 11)","CNS_B (RefSig 1)","CNS_C (RefSig N6)","CNS_D (RefSig 8)","CNS_E (RefSig MMR2)","CNS_F (RefSig 18)","CNS_G (RefSig 19)","CNS_H (RefSig 3)"
0.000163532841632346,2.32056203717555e-20,0.0050595672832453,1.059735302931e-22,0.0054964170476189,0.00386460968033673,0.000859726543201151,0.0163013589830505
2.27899901825374e-05,1.92329415865692e-11,0.00501671303686911,1.06446688056996e-22,0.00129055803919481,0.002575036014405,1.78033364877291e-22,0.00259912495091011
0.00016377614680488,7.71134011375995e-07,0.00353800982722364,0.00408455366250929,0.000449143474789642,0.0016811678451993,0.00247946178482866,0.0207544854659108
0.00063978429841769,0.00410363905385892,1.83375772209658e-22,0.00618271763726122,0.00703949699725806,0.00275510072023477,0.00173224088079264,0.0286852657457968
0.000447550753163154,0.00177179996876586,0.00459000763273944,0.00492655763791725,0.00425114216983441,7.67607210400273e-06,2.90358853607221e-14,0.0261136580690196
8.38224421332237e-23,3.46049381909039e-14,0.00279895995842501,1.059735302931e-22,1.49810497172666e-22,0.00157631132583836,0.00198468651094418,0.00566119532861122
0.000750142113980798,0.00555987051435629,1.83375772209658e-22,0.0154492245005647,0.0249117680894098,4.04733625429227e-11,0.00518080890061711,0.0445354031334453
0.0274258623663345,0.021298021949623,0.0503894563382121,0.0232334322315317,0.0102105326745201,0.01603081707757,0.0368764680984409,0.0160462460801357
0.119099202839756,0.0010576205539716,3.10823944395116e-09,0.0125500789549265,0.000424738051191866,0.0082700899389343,3.01743017484227e-09,0.00333240073582488
0.00592590750031679,0.319382912132984,0.026746340695126,0.0453981361452219,0.0268233400069367,0.0328609024379612,0.0371787997289929,0.00552718541835218
0.0914942534878634,7.23770869810002e-06,0.0215814444551008,0.0259957498115752,0.00496173355302686,0.0140764798087656,0.0173588487946831,0.00289470830993578
0.0224782109876361,0.0107040627015332,0.0301732326569872,0.00515360615549618,0.00498607265362913,0.0039036112656852,0.0730660371385239,0.00699663352214113
0.123627264005717,0.00662200973363597,0.00737662391049417,0.00574370905100266,0.00136494303253456,1.76482478979801e-22,0.0937853191173472,1.21406492663837e-13
0.00334962587657049,0.111849636730422,0.0472415543033902,0.000743108594537261,0.0175877112873027,0.04626159107928,0.0325291556471031,0.0148480712022048
0.0845722966240755,0.000304062465898212,2.15967883772014e-14,0.0209201527500586,6.97356204378213e-05,0.00349319482735773,0.101822347776135,0.00607905507457428
0.0242041653241763,0.00545064602322493,0.0197459149157844,3.0254264045442e-10,0.00482668401458925,0.0203580381971295,0.037644025032125,0.0129771561120677
0.095229143822469,0.00513524525979865,3.74532180709336e-05,6.103908854283e-17,0.0180382637751907,0.0210209577174814,0.0609091363177723,0.00944557450098584
0.00454657845836736,0.160381130534425,0.0310650290968305,0.000545363777989679,0.0435315590233332,0.0635227176953071,0.0315787634651665,0.0353142270236506
0.0637460572421304,5.90900175150346e-07,0.00101014995551032,0.0040607004114413,0.0140297578500975,0.0123221135618261,0.0646433732325784,0.011358386576419
0.029005067867178,0.0134777945127606,0.0290951261807143,0.00609729008850232,0.00925655649779575,0.00709443232403825,0.0230092727959494,0.0183923179937535
0.153536588855213,0.00501191107522607,0.012215323523779,0.00878394997032676,0.00537613284887308,0.00929976888953421,0.00589146282090275,4.24755269285624e-05
0.00355715702313696,0.0997193782720386,0.032315754812273,0.00735926041098373,0.0139754776760075,0.0269985505525416,0.00767651688006453,0.0155581526503435
0.122219487951965,0.00500746931514092,0.0185645958099636,0.0183310893912946,0.00703134511284118,0.0141872908622791,0.0106829832580168,0.0108626930581585
0.00053481268631484,0.00786357176715286,0.0265204623183712,0.0146745061080945,0.014445966140114,0.00355913764836903,0.00227886787343509,0.00263908829208839
0.000122574779005828,0.000177655824312127,0.0137453693707843,0.0101213713161122,0.00751817203288097,0.00507169262995281,0.00529730799714409,0.00257167493095825
0.000184455898068589,0.00269765532295447,0.00990729941396992,0.0159389907034565,0.00739764514776454,1.82868885600265e-19,0.00386201681482131,0.00289893741428995
0.000621747769722827,0.00520434007481492,0.0263459508167661,0.0191954331467939,0.00705395060292972,0.0321089511755994,0.00114308656102624,0.00742526769744087
0.000379846185157529,0.00375711916732382,0.00280783804082051,0.0140667945527102,0.00544320542286277,0.00063238436754967,0.00393260659038064,0.00134405634979971
0.000192105328317003,0.00246737577266805,0.0047614813776335,0.0215181146452924,0.00291876928221445,0.00113849607017758,0.00545636747570605,0.00399058171987233
0.000215693467926332,0.00251466658455412,0.00427264389440772,0.0182460867611783,0.00348715339710541,1.76482478979801e-22,0.000339621216443443,0.0038376188593625
0.000517825403900267,0.00417857884914834,0.00473204514240982,0.0309401411758356,0.000196500110989877,0.00325869592938244,0.00485204369078821,0.0135440781125082
4.0608803732168e-05,0.000927015819392879,0.00833528704185054,0.00849166502066523,0.00351972408603508,0.000826070983901166,0.00267138650183122,0.00126517318073299
0.00028986461691587,0.00140000436925112,0.00634653164988499,0.00677281933764549,0.00290795884172213,0.00204220878400923,1.78033364877291e-22,0.00218315557514815
0.000205585880288591,0.00143958764918226,0.00435650302738286,0.00873247501123747,0.00437356900170885,2.49714130869206e-05,0.00125800082690889,0.00643150869529482
0.000341797730648244,0.00180163138695782,0.00189330151256573,0.0221794537137604,0.00346495359095884,0.00274793214318699,0.00150140649612159,0.00335280356624783
0.000308837004699068,0.00392179941131908,0.0206988418351963,0.0135966594904289,0.00451213918478277,0.017149542381185,0.00542694177810412,0.0115233721322951
0.000159718509357602,0.00214095403334511,0.00629265041297426,0.015356766301414,0.00439268661657334,0.00288241783390839,0.00188794378527894,0.00379658762266049
0.000270000110584562,0.00112092237327652,0.00436317894515926,0.0106959758946624,0.00382003030516012,0.00389326807682297,0.0041736203755548,0.00423502417051336
0.00083042678312814,0.00743690521683774,0.0153499765890827,0.0339057727008577,0.00773301511927967,0.0141363857436011,0.00551508619500077,0.00766760766533166
0.000220393767259747,0.0105073228709597,0.0365414945041762,0.0151380806919827,0.0639980748700584,0.00362602639371427,0.0342306115879788,5.78487252740048e-05
0.000733868930574448,0.00533023398305814,0.00774068501221035,0.00921903400138095,0.0310395667275427,6.62615881963395e-05,0.00284176949179143,0.00841828042687434
7.52587796008798e-17,0.00671391858457819,0.00399160423025292,0.0102346419504893,0.0378649997621698,0.00329030406337454,0.0234036495179992,0.00706069741221456
0.000998490536583411,0.0152508788364108,0.0191234344647687,0.0186949248682579,0.0632338723767335,0.00585789709165836,0.0169962717295818,0.0148724869998795
0.000371924532972674,0.00415415574389445,0.006487967708242,0.00591477709174637,0.0175682229819101,0.00396016206106652,0.00288824025055567,0.0188330890864422
0.000668115487879676,0.00079261193734765,0.0112286416302082,0.0131384920327035,0.0241205680908373,0.00590104400766886,0.0035106628142793,0.0235617305621645
2.51112731626934e-20,0.00105839403340768,0.00854318294990884,0.00439993121118029,0.0181629881986165,0.0070092274736678,0.0091637314716161,0.0173043154454262
0.000365430498250738,0.00550134320828414,0.00924123688479254,0.012202427001695,0.0163037620227339,0.00105759727692481,0.00695197421404863,0.0201226818514814
0.00148575994043267,0.00486251627670262,0.0196126172611984,0.00403331333137571,0.039025426770038,0.00880812887342649,0.00575550158991799,1.3245580469952e-15
0.000867442702173242,3.01957623000704e-12,0.0131896158724568,6.77490966497378e-22,0.0395142439382349,0.00499460749220258,1.78033364877291e-22,0.00765307769487198
0.000446973219469134,0.00409481518144172,0.0122761356538852,0.00478829729456451,0.0230088175611241,0.00139454543916891,0.00419624325529785,0.00533077118206968
0.000961470322713918,0.00625742017554366,0.0178207797400191,0.00905893556281046,0.0405868578646617,0.00257767972920711,0.0100039120354554,0.00911286424637646
0.000360270745702722,0.00306114524370556,0.0216498144707162,0.00279886642808959,0.0283511851920513,0.00857161075348957,0.00983909786452228,0.0188292188979855
0.00054432072670832,2.4634347083627e-17,0.0217401009454209,0.00628690078091952,0.0339067659474625,0.0131931774904313,5.13778778272807e-11,0.0359656217796486
0.000328625621773295,0.00501699127839949,0.00872220930081824,0.00101048152743208,0.0263628827276949,0.0045014087869944,0.00699675826225979,0.00849384508628651
0.000612883975369104,0.0101693589992144,0.0221555153601977,0.00966083765578092,0.037331437589424,0.00739673032740899,0.0151838528432864,0.0234245686877201
0.000163707750522554,0.00380584914484305,0.00453314025879293,0.00567709812092129,0.00645633808770987,0.00181058337526462,0.00870038228263223,0.00215244037281588
8.38224421332237e-23,0.000700760857039222,0.00126909809362746,0.000616098899129176,0.00486534980797376,0.00175953146784197,0.00299379175908864,0.0015834100825912
4.59487561815307e-05,0.0019557613392581,0.010911819867457,0.00672859800201077,0.00224808924477852,0.00102872473622533,0.00683417343185986,0.00632689251116118
0.000230821576846449,0.00390769943376391,0.00554094155554673,0.00323415914143328,0.00726072927251262,3.50098615426381e-06,0.00141920233320767,0.00514311475684045
8.38224421332237e-23,4.16364471671611e-05,0.00216910667807309,0.00154464061082315,0.00214430382418853,0.00167187437705746,0.00108934444739619,0.00461523467766128
4.71488980111418e-22,0.00211208481000478,0.00174625753855565,0.00155686403136827,0.00364088016561528,1.76482478979801e-22,0.0020328272926046,0.00335856649623401
8.38224421332237e-23,0.00130357892354517,0.00710215220538424,0.00593870128178473,0.00343544336670735,0.00297174823535979,0.00218980798210114,0.00224825548140933
0.000197928691275971,0.00168524693087575,0.00382019870787498,0.00365549786590881,0.00409219690701963,0.00205352348610051,0.00101838411158611,0.00853535801765593
4.84098723827086e-05,0.00035942361644415,0.00199402807644204,0.00220383066861389,0.00288488096736241,0.00061141310592862,0.000264940690454248,0.00178823578808405
6.58038332001075e-05,0.000493238116887581,0.000561925871091825,0.00170371397517473,0.00291305394716492,0.00131277280348436,0.00113472113255979,0.0005218306874242
8.62236035952802e-05,0.000204610824790566,0.0178357273016834,0.00668182060834548,0.00529234205108441,0.00283637893796533,0.00273762574938887,0.00569486789124666
0.000167137845274263,8.7700447131986e-05,0.00463547947162363,0.00260794564711257,0.00773850876483925,0.00362352703592056,0.00236702739975831,0.00326406801649026
5.20652082625753e-05,0.00265505339029402,0.00556112732543534,0.00353778717016912,0.0049144025362616,0.000991706621284454,0.00544586391742668,0.0081449199081968
0.000252642870473199,0.00181716281097233,0.00449262001373379,0.00183688279850991,0.00260061805743645,0.000671411806259271,0.00452233015488921,0.00482321842951984
0.00026495207155466,0.00212373957795325,0.0092878987899954,0.00782358993100368,0.00648264860544514,0.00262809871127279,1.78033364877291e-22,0.00278172269145014
0.000244498586127746,0.00471346569460455,0.00918465376034379,0.00503867836799616,0.0127896947971261,0.00839021956361507,0.00279506211086255,0.0148138171446162
